username, created_at, lng, lat, text
tmj_bal_nursing, Thu Jan 21 20:30:17 +0000 2021, -76.670147, 39.756826, SpiriTrust Lutheran is hiring in #Shrewsbury, PA! Click the link in our bio to apply: Nursing Assistant-CNA, PT Eve… https://t.co/SeRXoRluAx 
NVTYD, Thu Jan 21 20:30:17 +0000 2021, -121.979527, 37.523645, @_jdao Ok why can’t I just smile normal.....LOLLLL 
BellezaCee_, Thu Jan 21 20:30:17 +0000 2021, -95.446486, 29.838495, Soft Glam but make it spicy 🥰 #HTXMUA #BellezaFaces https://t.co/4fVtTaC1Rr 
know12341234, Thu Jan 21 20:30:17 +0000 2021, -88.991529, 40.524775, You'd get it soooooooo fucking good!!! 
topfamilylawyer, Thu Jan 21 20:30:17 +0000 2021, -2.173984, 53.367570, @pjm1kbw @POTUS Admirable sentiments and in marked contrast to his predecessor’s bullying but not sure about the em… https://t.co/m9PG1Z4LLg 
Jaime_Delgado, Thu Jan 21 20:30:17 +0000 2021, -115.229180, 31.789670, La derecha en el periodismo jajajaja #bastadeetiquetas 
LisaKeel9, Thu Jan 21 20:30:17 +0000 2021, -110.720675, 32.046129, @TG22110 #TrumpMemeDump https://t.co/Sh6l3aku1w 
banksytwitch, Thu Jan 21 20:30:18 +0000 2021, -83.804475, 27.698682, A little debate erupted on stream last night and I had to put it to a vote...What’s the best Call of Duty game among these two?🤔🤔🤔🤔🤔 
MHughes911, Thu Jan 21 20:30:18 +0000 2021, -87.825337, 43.732495, @stbernard_Jefe He out.prolly in the studio 
banksytwitch, Thu Jan 21 20:30:18 +0000 2021, -83.804475, 27.698682, A little debate erupted on stream last night and I had to put it to a vote...What’s the best Call of Duty game among these two?🤔🤔🤔🤔🤔 
MHughes911, Thu Jan 21 20:30:18 +0000 2021, -87.825337, 43.732495, @stbernard_Jefe He out.prolly in the studio 
Jaime_Delgado, Thu Jan 21 20:30:17 +0000 2021, -115.229180, 31.789670, La derecha en el periodismo jajajaja #bastadeetiquetas 
LisaKeel9, Thu Jan 21 20:30:17 +0000 2021, -110.720675, 32.046129, @TG22110 #TrumpMemeDump https://t.co/Sh6l3aku1w 
tmj_LAJ_NURSING, Thu Jan 21 20:30:18 +0000 2021, -117.073524, 33.001394, We believe in providing a great environment for our residents and team members. Nothing can bring more joy that ser… https://t.co/s4JFC0iITV 
juancampos176, Thu Jan 21 20:30:18 +0000 2021, -95.057125, 29.665807, Maybe you should wish it more 
blechbuster, Thu Jan 21 20:30:19 +0000 2021, -79.272570, 43.629311, Our main crush turns 65 today. https://t.co/nFWgVPw6iF 
mithcelI, Thu Jan 21 20:30:19 +0000 2021, -83.804475, 27.698682, @agelicca21 time to get off facebook 
mithcelI, Thu Jan 21 20:30:19 +0000 2021, -83.804475, 27.698682, @agelicca21 time to get off facebook 
emilymkaplan, Thu Jan 21 20:30:19 +0000 2021, -87.732013, 41.833585, Thought this was a neat story about how a former NHL defenseman is helping close the gender gap when it comes to ma… https://t.co/ufuZ30N7p1 
Ayoo_Rencee, Thu Jan 21 20:30:19 +0000 2021, -95.446486, 29.838495, Appreciate it my G ! 
emilymkaplan, Thu Jan 21 20:30:19 +0000 2021, -87.732013, 41.833585, Thought this was a neat story about how a former NHL defenseman is helping close the gender gap when it comes to ma… https://t.co/ufuZ30N7p1 
GlendaMurphyMc1, Thu Jan 21 20:30:19 +0000 2021, -73.860857, 40.944568, @WhiteHouse @POTUS I didn't SAY IT I SAID I heard a young lady explain HOW she felt about it CONCERNING NO ONE COUL… https://t.co/wj9TwmdlAI 
eturleye, Thu Jan 21 20:30:19 +0000 2021, -112.124676, 33.552863, @179West I've seen rose accounts promoting Russian state radio. 
Jimmy_is_Dope, Thu Jan 21 20:30:19 +0000 2021, -84.604036, 39.257055, Don’t be shy show us 
JohnPot25908142, Thu Jan 21 20:30:19 +0000 2021, -80.926628, 33.631140, @PDan43 @judytgolf @A2protectsA1 @PiamentaShimon @mike_derfelt @82ndPatriotIII @oldscrubbylady @MrForde3… https://t.co/7niEt7kYFh 
JohnPot25908142, Thu Jan 21 20:30:19 +0000 2021, -80.926628, 33.631140, @PDan43 @judytgolf @A2protectsA1 @PiamentaShimon @mike_derfelt @82ndPatriotIII @oldscrubbylady @MrForde3… https://t.co/7niEt7kYFh 
InternAlex2008, Thu Jan 21 20:30:19 +0000 2021, -97.302830, 32.520998, @girlsreallyrule My dad worked at AT&amp;T for 30 years and was huge with CWA, a chief union steward for many years. Oc… https://t.co/jGOIkajlo0 
Allison_Wollam, Thu Jan 21 20:30:19 +0000 2021, -95.446486, 29.838495, @00rocketgirl Mine was part of my ticket package so I had to buy one (and some delicious nachos) to help me get through it! 
Forever_Kori, Thu Jan 21 20:30:19 +0000 2021, -80.263517, 26.124507, @DARIUSAFRO Lol . I see. Still fine tho 🤷🏾‍♀️🤣 
BEACHSKATES, Thu Jan 21 20:30:19 +0000 2021, -70.292081, 41.653688, MIAA G Hockey- Barnstable 2 Vineyard 0 after 1 Period/Raiders Goals Laura Cogswell, Finley Crosby 
haidanmoore, Thu Jan 21 20:30:19 +0000 2021, -96.761753, 32.819858, bro lmao r u stupid 
haidanmoore, Thu Jan 21 20:30:19 +0000 2021, -96.761753, 32.819858, bro lmao r u stupid 
kiltedactivist, Thu Jan 21 20:30:19 +0000 2021, -105.550890, 38.997936, @JennaEllisEsq 😂 this is the best comedy I’ve seen all week! 
K_Begley97, Thu Jan 21 20:30:19 +0000 2021, -83.633752, 42.906423, I have nannied for a family I love dearly for the past 3 summers... their oldest is an 8th grade girl and she asks… https://t.co/FhQTXqS497 
fuckranch, Thu Jan 21 20:30:20 +0000 2021, -75.117998, 40.004866, @margiferrari U don’t even have one?! 
Bec_Shrader, Thu Jan 21 20:30:20 +0000 2021, -78.657837, 35.843981, @PotluckLauren @JoshDaws @jdn0018 I’ve never seen it used as ANY gospel. And YES things from secular culture can be… https://t.co/0TGL8b3gxR 
kam4ran, Thu Jan 21 20:30:20 +0000 2021, -78.837021, 35.756189, @mimixelizabeth tired of being a libra 
Halal24_7, Thu Jan 21 20:30:20 +0000 2021, -75.625038, 45.482744, It’s crazy how a puppy/small dog with a man just makes him cuter 🥰 
ResilientMichae, Thu Jan 21 20:30:20 +0000 2021, -79.272570, 43.629311, @ACarterglobal @fordnation Oh please we knew this was going to happen weeks ago as they prepared to increase production 
ResilientMichae, Thu Jan 21 20:30:20 +0000 2021, -79.272570, 43.629311, @ACarterglobal @fordnation Oh please we knew this was going to happen weeks ago as they prepared to increase production 
jtdevold, Thu Jan 21 20:30:20 +0000 2021, -91.090800, 30.459100, Can’t wait til you get that part in episode 3 💀 
CaraBC777, Thu Jan 21 20:30:20 +0000 2021, -97.541027, 30.354854, Never did never will 
Tiwaina, Thu Jan 21 20:30:20 +0000 2021, -84.388900, 33.756600, All facts 💯 lol @thatboyfunny @ Atlanta, Georgia https://t.co/OYhMUiDLEY 
giantspecks, Thu Jan 21 20:30:20 +0000 2021, -122.676108, 38.452218, I used @Shazam to discover Night Nurse by Britta Phillips &amp; Dean Wareham. https://t.co/FqJmnJkiVX 
SirPandaLord, Thu Jan 21 20:30:20 +0000 2021, -75.770041, 42.746617, Still thinking about Emile https://t.co/ZtL4nmCiXt 
jicox, Thu Jan 21 20:30:21 +0000 2021, -122.630908, 45.536402, One of my favorite shots from last night. So much in this image...so many happy tears. #VPHarris #CelingShattered… https://t.co/uifeqGIjD5 
jicox, Thu Jan 21 20:30:21 +0000 2021, -122.630908, 45.536402, One of my favorite shots from last night. So much in this image...so many happy tears. #VPHarris #CelingShattered… https://t.co/uifeqGIjD5 
InternAlex2008, Thu Jan 21 20:30:19 +0000 2021, -97.302830, 32.520998, @girlsreallyrule My dad worked at AT&amp;T for 30 years and was huge with CWA, a chief union steward for many years. Oc… https://t.co/jGOIkajlo0 
BKankel, Thu Jan 21 20:30:21 +0000 2021, -94.976601, 29.767947, Dang those look comfy! 
BKankel, Thu Jan 21 20:30:21 +0000 2021, -94.976601, 29.767947, Dang those look comfy! 
GeorgeBalekji, Thu Jan 21 20:30:21 +0000 2021, -89.569491, 44.900818, @BenScottStevens Ok meme or ok Big Ten Tweet? 
AdamsGardens, Thu Jan 21 20:30:21 +0000 2021, -87.696430, 41.900900, #PhilodendronBirkin #AdamsAndSonGardens @ Adams and Sons Garden Center https://t.co/Z02VmULoY7 
iflyCHS, Thu Jan 21 20:30:21 +0000 2021, -80.007367, 32.770074, Welcome Home hugs are the best. Tag who you would send a hug to on #NationalHuggingDay. 🤗 https://t.co/0LKc5ckWct 
AdamsGardens, Thu Jan 21 20:30:21 +0000 2021, -87.696430, 41.900900, #PhilodendronBirkin #AdamsAndSonGardens @ Adams and Sons Garden Center https://t.co/Z02VmULoY7 
iflyCHS, Thu Jan 21 20:30:21 +0000 2021, -80.007367, 32.770074, Welcome Home hugs are the best. Tag who you would send a hug to on #NationalHuggingDay. 🤗 https://t.co/0LKc5ckWct 
AdamsGardens, Thu Jan 21 20:30:21 +0000 2021, -87.696430, 41.900900, #PhilodendronBirkin #AdamsAndSonGardens @ Adams and Sons Garden Center https://t.co/Z02VmULoY7 
